歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
若有一天,,華語,201810,,,1318,
摸心肝,類型,華語,201811,,,1326,
愛你心袂停,,台語,201812,,,1341,
心飛千萬里,,華語,201814,,,1326,
天涯總有相逢時,,華語,201815,,,1326,
甜甜,,台語,201816,,,1341,
冷月,,台語,201817,,,1341,
愛的Tempo 恰恰 ◆ 潘佩莉.李明洋,,台語,201818,,,1326,
思念的茶,,台語,201819,,,1341,
眼淚哭乎乾,,台語,201820,,,1341,
同心鳥,,台語,201821,,,1339,
晚頓,,台語,201822,,,1342,
愛你第一名,,台語,201823,,,1342,
紅顏女人花,,台語,201824,,,1342,
愛情燒抺退,的神話 中板靈魂樂 搖滾 韋俊男.蔡燕文,台語,201826,,,1342,
水中花,,台語,201827,,,1327,
一吻天涯,,華語,202106,,,1343,
不要對我說,,華語,202107,,,1343,
不該相遇在秋天,,台語,202108,,,1344,
迎新年,,台語,202115,,,1352,
傷心淚,,台語,202179,,,1314,
愛甲這尼深,,國語,202180,,,1314,
問嫦娥,,台語,202189,,,1314,
兩杯拿鐵,,國語,202192,,,1314,
睏,,台語,202193,,,1314,
指尖的如果,,國語,202196,,,1314,
取西經,,國語,202197,,,1314,
一段情緣,,台語,202199,,,1314,
想著過去想起你,,國語,202200,,,1314,
港都秋夜暝,,國語,202201,,,1314,
就是要幸福,,國語,202202,,,1314,
特魯多 葉冠成.廖鳳英,,國語,202203,,,1314,
癡情風雨,,台語,202204,,,1314,
父母攏是為著咱 華爾滋 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/02,國語,202205,,,1315,
美夢已經醒,,國語,202206,,,1315,
舊情難忘 華爾滋 ◆ 張瀛仁 ◆ 黃崇凱,,國語,202207,,,1315,
花落雨紛飛,,華語,202208,,,1316,
講話,,台語,202209,,,1315,
愛的表白,,台語,202210,,,1315,
真愛無後悔,,華語,202211,,,1316,
愛妳用生命,,華語,202212,,,1316,
快樂的寶貝,,華語,202213,,,1316,
好好愛自己,,台語,202214,,,1316,
飲酒的藉口,,華語,202215,,,1317,
相逢萬里橋,,華語,202216,,,1317,
心的力量唯有愛,,台語,202217,,,1317,
選擇的人生,,華語,202218,,,1317,
愛情列車,,台語,202219,,,1315,
戀花開,,台語,202220,,,1315,
無所謂,,台語,202221,,,1315,
心愛的謝謝,,國語,202224,,,1315,
舊衫,,台語,202225,,,1315,
負擔,,台語,202226,,,1316,
一卡手戒,,台語,202227,,,1316,
玉蘭花,,台語,202228,,,1315,
戀戀娜奴娃 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/03,華語,202229,,,1316,
密碼,,國語,202230,,,1315,
不管,,國語,202231,,,1315,
淪陷,,台語,202232,,,1316,
我想靜靜,,台語,202233,,,1316,
友孝,,台語,202259,,,1316,
吉祥常樂,,台語,202260,,,1316,
失落的情緣,,華語,202261,,,1316,
啥米叫幸福,,華語,202262,,,1316,
愛你到老,類型,華語,202263,,,1316,
奮鬥的人生 探戈 林娜 ◆,,華語,202264,,,1316,
深深戀情 探戈 ◆ 方瑞娥,,台語,202275,,,1317,
拜託天公伯,類型 梭 ◆ 李素專 ◆ 林可昕,華語,202276,,,1317,
空心的巢,,台語,202277,,,1319,
無心,,台語,202278,,,1319,
戀戀純情夢,,華語,202279,,,1319,
重新出發,,台語,202290,,,1317,
水中影,,台語,202291,,,1318,
緣盡情抹煞,,華語,202292,,,1317,
思念港邊,,台語,202293,,,1317,
講乎伊知,,華語,202294,,,1318,
嘿 我的天使,,台語,202295,,,1317,
白鴿的歌,,台語,202296,,,1317,
原點,,台語,202297,,,1318,
青春在流浪,,台語,202298,,,1318,
答案,,台語,202299,,,1318,
抱抱舞,,台語,202300,,,1318,
萬丈深坑,,華語,202301,,,1318,
高山巖之戀 恰恰 ◆ 李雨璇,,華語,202302,,,1318,
度假,,台語,202303,,,1318,
輸贏,,台語,202304,,,1318,
樂暢的人生,,華語,202305,,,1319,
綿綿風雨情,,華語,202306,,,1319,
花言甲巧語 特魯多 ◆ 詹曼鈴,,台語,202307,,,1319,
惜緣,,台語,202308,,,1319; 1342,
咱的巢,,台語,202309,,,1320,
找嘸出路的愛,,華語,202310,,,1320,
吃煙的心情,,華語,202311,,,1320,
快樂的碳坑仔人,,華語,202312,,,1320,
走揣,,台語,202313,,,1318,
幸福的一家人 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/05,華語,202314,,,1318,
空望,,台語,202315,,,1318,
合心變黃金 梭 八妹 ◆,,華語,202316,,,1318,
纏綿到天光,,華語,202322,,,1319,
甜粅粅,類型 梭 ◆ 王中平 ◆ 鄭源,華語,202325,,,1318,
無奈,,台語,202326,,,1318,
今仔日的恰恰 恰恰 幸雅 ◆,,華語,202327,,,1319,
愛的呼喚,,台語,202328,,,1319,
可可托海的少女 吉力巴 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/06,華語,202329,,,1319,
英雄魂,,台語,202344,,,1320,
窗仔邊,,台語,202345,,,1320,
甘講,,台語,202346,,,1320,
火金姑來照路,,華語,202347,,,1321,
風中誓言夢中情,歡你,華語,202348,,,1321,
放乎去,,台語,202349,,,1320,
蘋果人生,,台語,202350,,,1320,
女人的心聲,,台語,202351,,,1320,
早已遠走,,台語,202352,,,1319,
千分之一,,台語,202353,,,1319,
我回家了,,台語,202354,,,1320,
影子,,台語,202355,,,1320,
第三幕,,台語,202356,,,1319,
第二人格,,台語,202357,,,1320,
多說無用,,台語,202358,,,1319,
空房間,,台語,202359,,,1319,
苦果,,台語,202360,,,1320,
如果不曾相遇,,台語,202361,,,1320,
愛擦身而過,,台語,202362,,,1320,
心碎的記憶,,華語,202363,,,1320,
寸斷的柔情,,華語,202364,,,1320,
想抹曉,,台語,202365,,,1321,
鹿谷之春,,台語,202366,,,1321,
七股海邊的女人,,華語,202367,,,1320,
天地是咱的,,華語,202380,,,1321,
真心緣,,台語,202381,,,1321,
愛的鎖匙交予你,,華語,202382,,,1321,
相愛倆茫茫,,台語,202383,,,1321,
千斤苦,,台語,202384,,,1321,
愛博這重 特魯多 歌曲 ◆ 張維祐,,台語,202385,,,1321,
痴情戀夢,,華語,202386,,,1321,
三貂嶺戀情,,華語,202387,,,1321; 1327,
今生緣今世情,,華語,202392,,,1323,
為紅顏,,台語,202393,,,1321,
淚中花,,台語,202394,,,1321,
迷魂的探戈,,華語,202395,,,1321,
一句愛你買多少,,華語,202396,,,1321,
愛人呀,,台語,202399,,,1321,
Don't Cry,,台語,202400,,,1321,
選擇遺忘,,台語,202403,,,1321,
這世界,,台語,202404,,,1321,
等你到何時,,華語,202410,,,1323,
等無伊,,台語,202411,,,1323,
心手相連,,台語,202429,,,1323,
葫蘆觀音媽,,華語,202430,,,1323,
心愛的你咁知,,華語,202447,,,1323,
心愛的人 恰恰 李偉誠,,台語,202448,,,1323,
甜蜜愛情 恰恰 歌曲 ◆ 一綾,,台語,202449,,,1324,
阿爸,,台語,202450,,,1324,
為你守護 抒情搖滾 歌曲 ◆ 詠心,,台語,202454,,,1323,
幸福有我就有你,,華語,202455,,,1323,
人生旅途,,台語,202456,,,1323,
耍賴,,台語,202462,,,1323,
冷影,,台語,202463,,,1323,
愛情天堂,,台語,202464,,,1324,
盪鞦韆,,台語,202465,,,1324,
不忘,,台語,202466,,,1323,
小八卦,,台語,202467,,,1323,
灰黑白,,台語,202468,,,1324,
習慣,,台語,202469,,,1324,
迷失,,台語,202470,,,1324,
醉月,,台語,202471,,,1323,
一個人的咖啡,,華語,202472,,,1323,
為你寫的詩,,華語,202473,,,1323,
謝謝你,,台語,202484,,,1325,
堅持到成功,,華語,202485,,,1325,
舉枷,,台語,202486,,,1326,
你甘知,,台語,202487,,,1324,
愛妳的劇本,,華語,202488,,,1324,
愛你在今夜,,華語,202489,,,1324,
藏愛,,台語,202491,,,1325,
月娘呦,,台語,202492,,,1325,
再見不見,,台語,202493,,,1325,
幸福的體會 梭 郭彥谷,,華語,202494,,,1325,
足愛你,,台語,202499,,,1325,
夜思戀,,台語,202500,,,1325,
無拼哪會紅,,華語,202501,,,1325,
微微,,台語,202502,,,1325,
不作歹命子 慢迪斯可 歌曲 ◆ 田易佳,,台語,202503,,,1325,
獨一無二,,華語,202518,,,1326,
無字情歌,,華語,202519,,,1326,
放手一搏,,台語,202524,,,1325,
三更,,台語,202525,,,1326,
天生絕配,,華語,202526,,,1326,
如果從此,,台語,202527,,,1325,
美麗與哀愁,,台語,202528,,,1326,
嚮往,,台語,202529,,,1325,
今天有雨,,台語,202530,,,1326,
此刻時分,,台語,202531,,,1326,
活該,,台語,202532,,,1325,
青春白帆,,台語,202533,,,1325,
旗后臨水宮宮歌,,華語,202534,,,1325,
愛情支票,,華語,202547,,,1326,
禮讚 藥師佛頌,,台語,202548,,,1326,
幸福來相偎,,華語,202549,,,1326,
拼落去 探戈 ◆ 林春甄,,台語,202550,,,1327,
花蕊夢醒 探戈 歌曲 周素美.寒雲 ◆,,台語,202561,,,1327,
快樂做自己,,華語,202562,,,1327,
快樂無憂愁 特魯多 朱宏敏.張純玉 ◆,,華語,202563,,,1327,
幸福向前行 吉力巴 ◆ 張純玉,,華語,202564,,,1327,
幸福過日子 恰恰 ◆ 昉蔝,,華語,202565,,,1327,
桃園車站的戀情 華爾滋 ◆ 許吉本,,華語,202566,,,1327,
感情一字痛,,華語,202567,,,1327,
緣盡情深,,華語,202568,,,1327,
你就是方向,,台語,202569,,,1327,
心痛無卡紙,,華語,202570,,,1327,
有情有義的好兄弟 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/02,華語,202571,,,1327,
墜落情海 梭 ◆ 林璟証 ◆ V-girls李俊,,華語,202572,,,1327,
逐夢英雄,,台語,202573,,,1327,
異鄉戀歌,,台語,202584,,,1328,
流浪的背影,,華語,202585,,,1329,
竹山好所在 梭 盧正焜/蔡沼玲,,台語,202586,,,1329,
一杯黑咖啡,,台語,202587,,,1328,
緣,,台語,202588,,,1328,
今生的依偎,,台語,202590,,,1328,
牽你的雙手,類型,華語,202591,,,1328,
一萬滴淚滴,,台語,202594,,,1328,
我的神曲,,台語,202595,,,1329,
夢見,,台語,202596,,,1329,
今生唯一的愛,,華語,202597,,,1328,
恩恩愛愛,,台語,202598,,,1328,
姊弟戀,,台語,202599,,,1329,
對酒,,華語,202600,,,1329,
依官網/ＤＭ產品規格表定義為準,,華語,202601,,,3022,
依官網/ＤＭ產品規格表定義為準,,台語,202603,,,3024,
有閒來撩,,客語,202604,,,1328,
依官網/ＤＭ產品規格表定義為準,,客語,202607,,,1356,
美麗愛情詩,,華語,202618,,,1329,
拼出一片天 倫巴 ◆ 江意銘 ◆ 鄭源,,華語,202619,,,1329,
夢中在想你 梭 歌曲 寒雲 ◆ 類型 歌號 粵語歌曲,,華語,202620,,,1329,
愛刻置阮心底 梭 ◆ 莎拉 Sana,,華語,202621,,,1329,
台灣向前行,的你,台語,202622,,,1329,
迷戀恰恰,類型 恰恰 ◆ 王俊清 ◆ 祁隆,華語,202624,,,1330,
千行淚,,台語,202625,,,1330,
愛你無理由,,華語,202626,,,1330,
放風飛 華爾滋 ◆ 林俊吉,,台語,202627,,,1330,
傷心伴孤單,,華語,202628,,,1330,
溫柔心機,,台語,202629,,,1329,
感情的車班,,華語,202630,,,1329,
想要無共樣,,客語,202631,,,1329,
對手,,台語,202632,,,1329,
愛情的花欉,,華語,202633,,,1329,
草屯媽之歌,,華語,202634,,,1329,
幸福全世界 Country 歌曲 ◆ 寒雲,,台語,202635,,,1329,
痴情,,台語,202636,,,1330,
孤緣花,,台語,202637,,,1330,
祝福,,台語,202638,,,1330,
故鄉的愛人 華爾滋 ◆ 張漢朝,,華語,202639,,,1330,
共度一生,,台語,202640,,,1330,
愛的腳步,,華語,202641,,,1330,
快樂大廟埕,,華語,202642,,,1330,
幸福的糖仔,,華語,202643,,,1330,
愛你的代價,,華語,202644,,,1330,
懷念的唐山石,,華語,202645,,,1330,
甘巴爹,,台語,202646,,,1331,
情份,,台語,202647,,,1331,
疼入心肝,,台語,202648,,,1331,
愛你可比溪流水,,客語,202649,,,1331,
橋頂的約定,,華語,202650,,,1331,
等你等歸暝,,華語,202651,,,1331,
雪山中聖稜線,,客語,202652,,,1331,
戀戀癡情夢 特魯多 歌曲 ◆ 可樂.大洧,,華語,202653,,,1331,
全是愛,,華語,202660,,,1329,
幸福戀人,,華語,202661,,,1330,
紅墨水,,台語,202662,,,1330,
櫻桃妹妹 Techno 郭澤洋,,台語,202663,,,1331,
異鄉的浪子,,華語,202664,,,1331,
玩偶,,台語,202665,,,1330,
開趴啦,,台語,202666,,,1331,
癡情只為你 特魯多 陳美月,,華語,202667,,,1330,
風信,,台語,202668,,,1330,
路口,,台語,202669,,,1330,
獨白,,台語,202670,,,1331,
過時告白,,台語,202671,,,1331,
打拚歌,,客語,202672,,,1331,
桐花開,,客語,202673,,,1331,
阿婆嫁孫女,,客語,202674,,,1331,
耕種个阿爸 Swing ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/06,客語,202675,,,1331,
懷念故鄉,,客語,202676,,,1331,
四季遊尞,,客語,202677,,,1332,
你是我尚深的記憶,,客語,202688,,,1331,
迪斯可 歌曲 ◆ 林俊吉,,台語,202689,,,1331,
今生尚水的伴 類型,,客語,202690,,,1331,
戀愛好滋味 恰恰 ◆ 張漢朝,,華語,202691,,,1331,
